year,target_country,super_power,allequal_model,security_model,economic_model,diplomatic_model,informational_model,sec_hierarchy,econ_hierarchy,diplo_hierarchy,info_hierarchy,arms_sales,defense_pacts,military_bases,export_dep,import_dep,fdi_dep,pfi_scores,dsp_scores,unga_voting,HOS_meetings
2012,Australia,Russia,0.2,0.14,0.14,0.21,0.33,0,0,0.23,0.59,0,0,0,0,0,0,0.37,0.8,0.45,0
2013,Australia,Russia,0.18,0.12,0.12,0.18,0.31,0,0,0.17,0.56,0,0,0,0,0,0,0.32,0.8,0.34,0
2014,Australia,Russia,0.25,0.16,0.17,0.31,0.35,0,0,0.42,0.56,0,0,0,0,0,0,0.33,0.8,0.35,0.5
2015,Australia,Russia,0.18,0.12,0.12,0.18,0.3,0,0,0.18,0.54,0,0,0,0,0,0,0.29,0.8,0.37,0
2016,Australia,Russia,0.25,0.17,0.17,0.31,0.35,0,0,0.44,0.55,0,0,0,0,0,0,0.31,0.8,0.38,0.5
2017,Australia,Russia,0.19,0.13,0.13,0.2,0.31,0,0,0.23,0.54,0,0,0,0,0,0,0.28,0.79,0.46,0
2018,Australia,Russia,NA,NA,NA,NA,NA,0,NA,0.43,0.54,0,0,0,NA,NA,NA,0.28,0.79,0.35,0.5
1991,Australia,United States,NA,NA,NA,NA,NA,1,NA,0.31,NA,1,1,1,NA,NA,NA,NA,NA,0.31,NA
1992,Australia,United States,NA,NA,NA,NA,NA,1,NA,0.32,NA,1,1,1,NA,NA,NA,NA,NA,0.32,NA
1993,Australia,United States,NA,NA,NA,NA,NA,1,NA,0.28,NA,1,1,1,NA,NA,NA,NA,NA,0.28,NA
1994,Australia,United States,NA,NA,NA,NA,NA,1,NA,0.37,NA,1,1,1,NA,NA,NA,NA,NA,0.37,NA
1995,Australia,United States,NA,NA,NA,NA,NA,1,0.12,0.31,NA,1,1,1,0.07,0.18,NA,NA,NA,0.31,NA
1996,Australia,United States,NA,NA,NA,NA,NA,1,0.14,0.39,NA,1,1,1,0.07,0.21,NA,NA,NA,0.39,NA
1997,Australia,United States,NA,NA,NA,NA,NA,0.67,0.14,0.48,NA,0,1,1,0.08,0.19,NA,NA,NA,0.48,NA
1998,Australia,United States,NA,NA,NA,NA,NA,1,0.15,0.46,NA,1,1,1,0.1,0.19,NA,NA,NA,0.46,NA
1999,Australia,United States,NA,NA,NA,NA,NA,1,0.14,0.46,NA,1,1,1,0.1,0.18,NA,NA,NA,0.46,NA
2000,Australia,United States,0.59,0.73,0.44,0.54,0.66,1,0.14,0.43,0.8,1,1,1,0.09,0.19,NA,NA,0.8,0.43,NA
2001,Australia,United States,0.58,0.72,0.43,0.52,0.65,1,0.13,0.4,0.79,1,1,1,0.09,0.18,NA,NA,0.79,0.4,NA
2002,Australia,United States,0.59,0.73,0.44,0.51,0.69,1,0.13,0.34,0.88,1,1,1,0.09,0.18,NA,0.97,0.8,0.34,NA
2003,Australia,United States,0.6,0.73,0.44,0.55,0.68,1,0.12,0.44,0.84,1,1,1,0.08,0.16,NA,0.89,0.8,0.38,0.5
2004,Australia,United States,0.54,0.7,0.4,0.43,0.64,1,0.11,0.21,0.84,1,1,1,0.08,0.15,NA,0.89,0.8,0.43,0
2005,Australia,United States,0.55,0.7,0.4,0.45,0.65,1,0.1,0.24,0.86,1,1,1,0.07,0.14,NA,0.93,0.8,0.47,0
2006,Australia,United States,0.54,0.7,0.4,0.44,0.64,1,0.1,0.22,0.85,1,1,1,0.06,0.14,NA,0.9,0.8,0.45,0
2007,Australia,United States,0.6,0.73,0.43,0.55,0.68,1,0.09,0.45,0.84,1,1,1,0.06,0.12,NA,0.89,0.8,0.41,0.5
2008,Australia,United States,0.55,0.7,0.39,0.44,0.66,1,0.08,0.23,0.88,1,1,1,0.05,0.11,NA,0.96,0.8,0.46,0
2009,Australia,United States,0.58,0.72,0.43,0.49,0.68,1,0.14,0.3,0.89,1,1,1,0.04,0.11,0.26,0.98,0.8,0.6,0
2010,Australia,United States,0.58,0.72,0.43,0.47,0.68,1,0.13,0.27,0.9,1,1,1,0.03,0.11,0.26,0.99,0.8,0.55,0
2011,Australia,United States,0.63,0.75,0.46,0.61,0.69,1,0.14,0.57,0.8,1,1,1,0.03,0.12,0.26,NA,0.8,0.65,0.5
2012,Australia,United States,0.57,0.71,0.43,0.46,0.66,1,0.15,0.26,0.86,1,1,1,0.04,0.12,0.29,0.91,0.8,0.51,0
2013,Australia,United States,0.57,0.72,0.43,0.47,0.68,1,0.15,0.27,0.88,1,1,1,0.03,0.11,0.31,0.97,0.8,0.53,0
2014,Australia,United States,0.63,0.75,0.47,0.59,0.7,1,0.15,0.52,0.85,1,1,1,0.04,0.11,0.3,0.9,0.8,0.53,0.5
2015,Australia,United States,0.56,0.71,0.43,0.46,0.65,1,0.15,0.27,0.83,1,1,1,0.05,0.12,0.29,0.87,0.8,0.53,0
2016,Australia,United States,0.59,0.72,0.44,0.5,0.67,1,0.15,0.34,0.85,1,1,1,0.05,0.11,0.28,0.91,0.8,0.68,0
2017,Australia,United States,0.48,0.54,0.36,0.41,0.6,0.67,0.14,0.27,0.83,0,1,1,0.04,0.1,0.27,0.87,0.79,0.54,0
2018,Australia,United States,NA,NA,NA,NA,NA,0.67,NA,0.26,0.82,0,1,1,NA,NA,NA,0.85,0.79,0.52,0
1991,Bangladesh,China,NA,NA,NA,NA,NA,0.17,NA,0.94,NA,0.5,0,0,NA,NA,NA,NA,NA,0.94,NA
1992,Bangladesh,China,NA,NA,NA,NA,NA,0.17,NA,0.87,NA,0.5,0,0,NA,NA,NA,NA,NA,0.87,NA
1993,Bangladesh,China,NA,NA,NA,NA,NA,0.33,NA,0.88,NA,1,0,0,NA,NA,NA,NA,NA,0.88,NA
1994,Bangladesh,China,NA,NA,NA,NA,NA,0,NA,0.86,NA,0,0,0,NA,NA,NA,NA,NA,0.86,NA
1995,Bangladesh,China,NA,NA,NA,NA,NA,0.17,0.04,0.87,NA,0.5,0,0,0.01,0.07,NA,NA,NA,0.87,NA
1996,Bangladesh,China,NA,NA,NA,NA,NA,0.33,0.04,0.87,NA,1,0,0,0.01,0.07,NA,NA,NA,0.87,NA
1997,Bangladesh,China,NA,NA,NA,NA,NA,0,0.04,0.85,NA,0,0,0,0.01,0.08,NA,NA,NA,0.85,NA
1998,Bangladesh,China,NA,NA,NA,NA,NA,0,0.04,0.76,NA,0,0,0,0.01,0.08,NA,NA,NA,0.76,NA
1999,Bangladesh,China,NA,NA,NA,NA,NA,0,0.07,0.8,NA,0,0,0,0,0.14,NA,NA,NA,0.8,NA
2000,Bangladesh,China,0.44,0.35,0.31,0.57,0.52,0.17,0.06,0.84,0.68,0.5,0,0,0,0.11,NA,NA,0.68,0.84,NA
2001,Bangladesh,China,0.4,0.26,0.28,0.56,0.48,0,0.06,0.88,0.65,0,0,0,0,0.11,NA,NA,0.65,0.88,NA
2002,Bangladesh,China,0.41,0.27,0.29,0.55,0.53,0,0.06,0.82,0.77,0,0,0,0.01,0.11,NA,0.89,0.65,0.82,NA
2003,Bangladesh,China,0.4,0.38,0.29,0.42,0.53,0.33,0.06,0.45,0.78,1,0,0,0.01,0.11,NA,0.9,0.65,0.9,0
2004,Bangladesh,China,0.37,0.3,0.27,0.4,0.51,0.17,0.08,0.45,0.8,0.5,0,0,0.01,0.14,NA,0.94,0.65,0.89,0
2005,Bangladesh,China,0.37,0.31,0.28,0.4,0.52,0.17,0.08,0.44,0.8,0.5,0,0,0.01,0.16,NA,0.96,0.65,0.89,0
2006,Bangladesh,China,0.41,0.39,0.31,0.43,0.52,0.33,0.1,0.47,0.75,1,0,0,0.06,0.15,NA,0.85,0.65,0.93,0
2007,Bangladesh,China,0.41,0.38,0.3,0.43,0.52,0.33,0.09,0.47,0.74,1,0,0,0.01,0.17,NA,0.84,0.64,0.93,0
2008,Bangladesh,China,0.33,0.22,0.26,0.36,0.46,0,0.13,0.44,0.74,0,0,0,0.01,0.25,NA,0.83,0.64,0.88,0
2009,Bangladesh,China,0.39,0.37,0.29,0.41,0.5,0.33,0.09,0.45,0.7,1,0,0,0.01,0.25,0.01,0.74,0.67,0.9,0
2010,Bangladesh,China,0.39,0.37,0.3,0.42,0.49,0.33,0.1,0.47,0.67,1,0,0,0.01,0.27,0.02,0.75,0.6,0.94,0
2011,Bangladesh,China,0.31,0.24,0.24,0.35,0.4,0.11,0.1,0.44,0.59,0.33,0,0,0.02,0.26,0.02,NA,0.59,0.87,0
2012,Bangladesh,China,0.34,0.28,0.27,0.37,0.45,0.17,0.11,0.42,0.67,0.5,0,0,0.02,0.28,0.03,0.75,0.59,0.85,0
2013,Bangladesh,China,0.35,0.27,0.27,0.38,0.47,0.11,0.11,0.44,0.72,0.33,0,0,0.02,0.29,0.02,0.84,0.59,0.89,0
2014,Bangladesh,China,0.35,0.27,0.27,0.38,0.46,0.11,0.12,0.45,0.7,0.33,0,0,0.02,0.32,0.03,0.84,0.56,0.9,0
2015,Bangladesh,China,0.35,0.29,0.28,0.36,0.46,0.17,0.14,0.39,0.7,0.5,0,0,0.02,0.36,0.03,0.83,0.57,0.77,0
2016,Bangladesh,China,0.36,0.24,0.29,0.45,0.47,0,0.13,0.63,0.69,0,0,0,0.02,0.35,0.03,0.82,0.56,0.76,0.5
2017,Bangladesh,China,0.29,0.2,0.24,0.31,0.43,0,0.14,0.35,0.69,0,0,0,0.02,0.34,0.04,0.83,0.55,0.69,0
2018,Bangladesh,China,NA,NA,NA,NA,NA,0,NA,0.41,0.69,0,0,0,NA,NA,NA,0.83,0.55,0.82,0
1991,Bangladesh,India,NA,NA,NA,NA,NA,0,NA,0.93,NA,0,0,0,NA,NA,NA,NA,NA,0.93,NA
1992,Bangladesh,India,NA,NA,NA,NA,NA,0,NA,0.86,NA,0,0,0,NA,NA,NA,NA,NA,0.86,NA
1993,Bangladesh,India,NA,NA,NA,NA,NA,0,NA,0.85,NA,0,0,0,NA,NA,NA,NA,NA,0.85,NA
1994,Bangladesh,India,NA,NA,NA,NA,NA,0,NA,0.75,NA,0,0,0,NA,NA,NA,NA,NA,0.75,NA
1995,Bangladesh,India,NA,NA,NA,NA,NA,0,0.09,0.8,NA,0,0,0,0.02,0.15,NA,NA,NA,0.8,NA
1996,Bangladesh,India,NA,NA,NA,NA,NA,0,0.1,0.79,NA,0,0,0,0.01,0.18,NA,NA,NA,0.79,NA
1997,Bangladesh,India,NA,NA,NA,NA,NA,0,0.08,0.74,NA,0,0,0,0.01,0.16,NA,NA,NA,0.74,NA
1998,Bangladesh,India,NA,NA,NA,NA,NA,0,0.08,0.71,NA,0,0,0,0.01,0.15,NA,NA,NA,0.71,NA
1999,Bangladesh,India,NA,NA,NA,NA,NA,0,0.07,0.77,NA,0,0,0,0.01,0.13,NA,NA,NA,0.77,NA
2000,Bangladesh,India,0.38,0.25,0.27,0.52,0.48,0,0.05,0.79,0.68,0,0,0,0.01,0.09,NA,NA,0.68,0.79,NA
2001,Bangladesh,India,0.37,0.25,0.27,0.51,0.46,0,0.06,0.78,0.65,0,0,0,0.01,0.11,NA,NA,0.65,0.78,NA
2002,Bangladesh,India,0.39,0.26,0.29,0.51,0.5,0,0.08,0.76,0.72,0,0,0,0.01,0.15,NA,0.79,0.65,0.76,NA
2003,Bangladesh,India,0.31,0.21,0.24,0.34,0.47,0,0.08,0.39,0.79,0,0,0,0.01,0.15,NA,0.92,0.65,0.78,0
2004,Bangladesh,India,0.3,0.2,0.22,0.34,0.45,0,0.06,0.41,0.74,0,0,0,0.01,0.12,NA,0.83,0.65,0.82,0
2005,Bangladesh,India,0.35,0.23,0.25,0.44,0.47,0,0.06,0.64,0.7,0,0,0,0.01,0.11,NA,0.75,0.65,0.77,0.5
2006,Bangladesh,India,0.3,0.2,0.23,0.34,0.45,0,0.07,0.41,0.73,0,0,0,0.02,0.12,NA,0.82,0.65,0.82,0
2007,Bangladesh,India,0.32,0.21,0.24,0.35,0.47,0,0.08,0.41,0.78,0,0,0,0.02,0.14,NA,0.92,0.64,0.83,0
2008,Bangladesh,India,0.31,0.21,0.24,0.33,0.47,0,0.1,0.38,0.77,0,0,0,0.02,0.18,NA,0.9,0.64,0.76,0
2009,Bangladesh,India,0.3,0.2,0.22,0.33,0.47,0,0.05,0.38,0.79,0,0,0,0.01,0.12,0.02,0.91,0.67,0.75,0
2010,Bangladesh,India,0.3,0.2,0.22,0.32,0.46,0,0.05,0.37,0.79,0,0,0,0.02,0.11,0.03,0.98,0.6,0.74,0
2011,Bangladesh,India,0.31,0.21,0.23,0.41,0.41,0,0.05,0.61,0.59,0,0,0,0.02,0.11,0.03,NA,0.59,0.72,0.5
2012,Bangladesh,India,0.31,0.21,0.23,0.33,0.47,0,0.08,0.38,0.79,0,0,0,0.02,0.18,0.04,0.99,0.59,0.75,0
2013,Bangladesh,India,0.32,0.21,0.24,0.35,0.48,0,0.07,0.42,0.79,0,0,0,0.02,0.17,0.03,0.98,0.59,0.84,0
2014,Bangladesh,India,0.38,0.25,0.28,0.48,0.51,0,0.07,0.68,0.77,0,0,0,0.02,0.17,0.03,0.97,0.56,0.86,0.5
2015,Bangladesh,India,0.36,0.24,0.26,0.46,0.49,0,0.06,0.64,0.75,0,0,0,0.02,0.14,0.03,0.94,0.57,0.78,0.5
2016,Bangladesh,India,0.29,0.19,0.21,0.3,0.44,0,0.06,0.34,0.75,0,0,0,0.02,0.14,0.03,0.94,0.56,0.67,0
2017,Bangladesh,India,0.29,0.19,0.21,0.3,0.44,0,0.07,0.32,0.75,0,0,0,0.01,0.16,0.04,0.94,0.55,0.65,0
2018,Bangladesh,India,NA,NA,NA,NA,NA,0,NA,0.66,0.75,0,0,0,NA,NA,NA,0.96,0.55,0.81,0.5
1991,Bangladesh,Russia,NA,NA,NA,NA,NA,0,NA,0.56,NA,0,0,0,NA,NA,NA,NA,NA,0.56,NA
1992,Bangladesh,Russia,NA,NA,NA,NA,NA,0.17,NA,0.46,NA,0.5,0,0,NA,NA,NA,NA,NA,0.46,NA
1993,Bangladesh,Russia,NA,NA,NA,NA,NA,0,NA,0.42,NA,0,0,0,NA,NA,NA,NA,NA,0.42,NA
1994,Bangladesh,Russia,NA,NA,NA,NA,NA,0.33,NA,0.46,NA,1,0,0,NA,NA,NA,NA,NA,0.46,NA
1995,Bangladesh,Russia,NA,NA,NA,NA,NA,0.17,0,0.48,NA,0.5,0,0,0.01,0,NA,NA,NA,0.48,NA
1996,Bangladesh,Russia,NA,NA,NA,NA,NA,0,0.01,0.61,NA,0,0,0,0.01,0.01,NA,NA,NA,0.61,NA
1997,Bangladesh,Russia,NA,NA,NA,NA,NA,0,0.01,0.62,NA,0,0,0,0.01,0.01,NA,NA,NA,0.62,NA
1998,Bangladesh,Russia,NA,NA,NA,NA,NA,0.33,0.01,0.58,NA,1,0,0,0,0.02,NA,NA,NA,0.58,NA
1999,Bangladesh,Russia,NA,NA,NA,NA,NA,0.17,0,0.66,NA,0.5,0,0,0,0.01,NA,NA,NA,0.66,NA
2000,Bangladesh,Russia,0.4,0.33,0.27,0.52,0.5,0.17,0.01,0.76,0.68,0.5,0,0,0,0.02,NA,NA,0.68,0.76,NA
2001,Bangladesh,Russia,0.44,0.4,0.29,0.55,0.51,0.33,0.01,0.76,0.65,1,0,0,0,0.01,NA,NA,0.65,0.76,NA
2002,Bangladesh,Russia,0.37,0.24,0.25,0.46,0.52,0,0.01,0.65,0.82,0,0,0,0,0.01,NA,0.98,0.65,0.65,NA
2003,Bangladesh,Russia,0.3,0.2,0.2,0.32,0.47,0,0,0.37,0.81,0,0,0,0,0,NA,0.97,0.65,0.74,0
2004,Bangladesh,Russia,0.33,0.27,0.22,0.33,0.48,0.17,0,0.34,0.8,0.5,0,0,0,0.01,NA,0.94,0.65,0.69,0
2005,Bangladesh,Russia,0.33,0.28,0.22,0.34,0.48,0.17,0.01,0.37,0.79,0.5,0,0,0,0.01,NA,0.93,0.65,0.73,0
2006,Bangladesh,Russia,0.3,0.2,0.2,0.33,0.46,0,0.01,0.39,0.79,0,0,0,0,0.02,NA,0.94,0.65,0.77,0
2007,Bangladesh,Russia,0.3,0.2,0.2,0.32,0.46,0,0.01,0.38,0.79,0,0,0,0.01,0.01,NA,0.94,0.64,0.76,0
2008,Bangladesh,Russia,0.29,0.2,0.2,0.32,0.47,0,0.01,0.36,0.81,0,0,0,0.01,0.01,NA,0.97,0.64,0.72,0
2009,Bangladesh,Russia,0.28,0.19,0.19,0.31,0.43,0,0,0.36,0.74,0,0,0,0.01,0.01,0,0.82,0.67,0.73,0
2010,Bangladesh,Russia,0.29,0.19,0.19,0.32,0.44,0,0.01,0.38,0.76,0,0,0,0.01,0.01,0,0.92,0.6,0.76,0
2011,Bangladesh,Russia,0.28,0.22,0.19,0.32,0.38,0.11,0.01,0.41,0.59,0.33,0,0,0.01,0.01,0,NA,0.59,0.81,0
2012,Bangladesh,Russia,0.32,0.27,0.21,0.32,0.47,0.17,0.01,0.34,0.76,0.5,0,0,0.02,0.01,0,0.93,0.59,0.67,0
2013,Bangladesh,Russia,0.37,0.28,0.25,0.44,0.51,0.11,0.01,0.58,0.79,0.33,0,0,0.02,0.01,0,0.98,0.59,0.65,0.5
2014,Bangladesh,Russia,0.31,0.24,0.21,0.31,0.46,0.11,0.01,0.33,0.78,0.33,0,0,0.02,0,0,0.99,0.56,0.65,0
2015,Bangladesh,Russia,0.31,0.26,0.21,0.31,0.46,0.17,0.01,0.3,0.77,0.5,0,0,0.02,0.01,0,0.97,0.57,0.6,0
2016,Bangladesh,Russia,0.26,0.17,0.18,0.26,0.43,0,0.01,0.27,0.77,0,0,0,0.02,0.01,0,0.98,0.56,0.53,0
2017,Bangladesh,Russia,0.27,0.18,0.18,0.27,0.43,0,0.01,0.28,0.77,0,0,0,0.02,0.01,0,0.99,0.55,0.56,0
2018,Bangladesh,Russia,NA,NA,NA,NA,NA,0,NA,0.31,0.77,0,0,0,NA,NA,NA,0.99,0.55,0.62,0
1991,Bangladesh,United States,NA,NA,NA,NA,NA,0.17,NA,0.13,NA,0.5,0,0,NA,NA,NA,NA,NA,0.13,NA
1992,Bangladesh,United States,NA,NA,NA,NA,NA,0,NA,0.14,NA,0,0,0,NA,NA,NA,NA,NA,0.14,NA
1993,Bangladesh,United States,NA,NA,NA,NA,NA,0,NA,0.18,NA,0,0,0,NA,NA,NA,NA,NA,0.18,NA
1994,Bangladesh,United States,NA,NA,NA,NA,NA,0,NA,0.28,NA,0,0,0,NA,NA,NA,NA,NA,0.28,NA
1995,Bangladesh,United States,NA,NA,NA,NA,NA,0,0.2,0.23,NA,0,0,0,0.35,0.06,NA,NA,NA,0.23,NA
1996,Bangladesh,United States,NA,NA,NA,NA,NA,0,0.19,0.24,NA,0,0,0,0.34,0.04,NA,NA,NA,0.24,NA
1997,Bangladesh,United States,NA,NA,NA,NA,NA,0.33,0.21,0.28,NA,1,0,0,0.37,0.04,NA,NA,NA,0.28,NA
1998,Bangladesh,United States,NA,NA,NA,NA,NA,0,0.2,0.27,NA,0,0,0,0.36,0.04,NA,NA,NA,0.27,NA
1999,Bangladesh,United States,NA,NA,NA,NA,NA,0.17,0.23,0.24,NA,0.5,0,0,0.41,0.04,NA,NA,NA,0.24,NA
2000,Bangladesh,United States,0.29,0.19,0.27,0.28,0.42,0,0.21,0.27,0.68,0,0,0,0.39,0.04,NA,NA,0.68,0.27,NA
2001,Bangladesh,United States,0.26,0.17,0.24,0.23,0.39,0,0.21,0.18,0.65,0,0,0,0.37,0.04,NA,NA,0.65,0.18,NA
2002,Bangladesh,United States,0.22,0.15,0.21,0.2,0.33,0,0.2,0.15,0.55,0,0,0,0.35,0.04,NA,0.44,0.65,0.15,NA
2003,Bangladesh,United States,0.19,0.12,0.18,0.15,0.29,0,0.16,0.08,0.51,0,0,0,0.28,0.03,NA,0.37,0.65,0.15,0
2004,Bangladesh,United States,0.16,0.11,0.16,0.12,0.26,0,0.14,0.04,0.47,0,0,0,0.25,0.03,NA,0.28,0.65,0.08,0
2005,Bangladesh,United States,0.18,0.12,0.17,0.14,0.3,0,0.15,0.06,0.52,0,0,0,0.27,0.03,NA,0.4,0.65,0.12,0
2006,Bangladesh,United States,0.2,0.13,0.18,0.15,0.33,0,0.14,0.06,0.59,0,0,0,0.25,0.03,NA,0.53,0.65,0.13,0
2007,Bangladesh,United States,0.19,0.13,0.17,0.14,0.32,0,0.14,0.04,0.58,0,0,0,0.24,0.03,NA,0.52,0.64,0.09,0
2008,Bangladesh,United States,0.19,0.13,0.17,0.15,0.31,0,0.13,0.08,0.54,0,0,0,0.24,0.03,NA,0.44,0.64,0.16,0
2009,Bangladesh,United States,0.2,0.13,0.18,0.17,0.32,0,0.14,0.11,0.55,0,0,0,0.23,0.02,0.17,0.44,0.67,0.21,0
2010,Bangladesh,United States,0.2,0.13,0.17,0.18,0.3,0,0.13,0.15,0.5,0,0,0,0.22,0.02,0.14,0.41,0.6,0.3,0
2011,Bangladesh,United States,0.24,0.2,0.2,0.22,0.36,0.11,0.12,0.16,0.59,0.33,0,0,0.19,0.03,0.14,NA,0.59,0.31,0
2012,Bangladesh,United States,0.21,0.14,0.17,0.19,0.33,0,0.1,0.16,0.57,0,0,0,0.19,0.02,0.11,0.54,0.59,0.33,0
2013,Bangladesh,United States,0.19,0.16,0.15,0.14,0.28,0.11,0.09,0.06,0.48,0.33,0,0,0.18,0.02,0.08,0.37,0.59,0.11,0
2014,Bangladesh,United States,0.19,0.17,0.16,0.15,0.3,0.11,0.08,0.08,0.5,0.33,0,0,0.16,0.02,0.07,0.44,0.56,0.15,0
2015,Bangladesh,United States,0.18,0.12,0.17,0.15,0.29,0,0.14,0.08,0.51,0,0,0,0.17,0.02,0.23,0.46,0.57,0.17,0
2016,Bangladesh,United States,0.2,0.14,0.18,0.2,0.3,0,0.13,0.19,0.49,0,0,0,0.16,0.02,0.22,0.42,0.56,0.38,0
2017,Bangladesh,United States,0.19,0.12,0.17,0.17,0.29,0,0.13,0.13,0.49,0,0,0,0.15,0.03,0.22,0.42,0.55,0.26,0
2018,Bangladesh,United States,NA,NA,NA,NA,NA,0,NA,0.07,0.49,0,0,0,NA,NA,NA,0.44,0.55,0.15,0
1991,Cambodia,China,NA,NA,NA,NA,NA,0,NA,0.93,NA,0,0,0,NA,NA,NA,NA,NA,0.93,NA
1992,Cambodia,China,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
1993,Cambodia,China,NA,NA,NA,NA,NA,0,NA,0.91,NA,0,0,0,NA,NA,NA,NA,NA,0.91,NA
1994,Cambodia,China,NA,NA,NA,NA,NA,0.33,NA,0.8,NA,1,0,0,NA,NA,NA,NA,NA,0.8,NA
1995,Cambodia,China,NA,NA,NA,NA,NA,0,0.03,0.7,NA,0,0,0,0.02,0.04,NA,NA,NA,0.7,NA
1996,Cambodia,China,NA,NA,NA,NA,NA,0,0.04,0.77,NA,0,0,0,0.03,0.05,NA,NA,NA,0.77,NA
1997,Cambodia,China,NA,NA,NA,NA,NA,0,0.07,NA,NA,0,0,0,0.08,0.06,NA,NA,NA,NA,NA
1998,Cambodia,China,NA,NA,NA,NA,NA,0,0.08,NA,NA,0,0,0,0.06,0.1,NA,NA,NA,NA,NA
1999,Cambodia,China,NA,NA,NA,NA,NA,0,0.06,0.82,NA,0,0,0,0.05,0.08,NA,NA,NA,0.82,NA
2000,Cambodia,China,0.35,0.23,0.25,0.51,0.39,0,0.06,0.84,0.49,0,0,0,0.03,0.09,NA,NA,0.49,0.84,NA
2001,Cambodia,China,0.36,0.24,0.26,0.53,0.4,0,0.07,0.88,0.49,0,0,0,0.02,0.12,NA,NA,0.49,0.88,NA
2002,Cambodia,China,0.35,0.23,0.26,0.5,0.42,0,0.06,0.78,0.56,0,0,0,0.01,0.12,NA,0.63,0.49,0.78,NA
2003,Cambodia,China,0.32,0.21,0.23,0.44,0.39,0,0.06,0.7,0.52,0,0,0,0.01,0.12,NA,0.55,0.49,0.89,0.5
2004,Cambodia,China,0.34,0.23,0.25,0.46,0.43,0,0.08,0.69,0.59,0,0,0,0.01,0.14,NA,0.7,0.49,0.89,0.5
2005,Cambodia,China,0.33,0.22,0.24,0.45,0.4,0,0.07,0.7,0.55,0,0,0,0.01,0.13,NA,0.61,0.49,0.9,0.5
2006,Cambodia,China,0.28,0.19,0.22,0.34,0.39,0,0.09,0.46,0.59,0,0,0,0.01,0.17,NA,0.69,0.49,0.91,0
2007,Cambodia,China,0.35,0.34,0.26,0.38,0.41,0.33,0.08,0.45,0.52,1,0,0,0.01,0.15,NA,0.56,0.49,0.91,0
2008,Cambodia,China,0.34,0.23,0.25,0.45,0.44,0,0.07,0.68,0.63,0,0,0,0.01,0.14,NA,0.77,0.49,0.85,0.5
2009,Cambodia,China,0.27,0.18,0.2,0.33,0.38,0,0.05,0.44,0.6,0,0,0,0.01,0.16,0,0.72,0.49,0.88,0
2010,Cambodia,China,0.31,0.21,0.27,0.36,0.42,0,0.17,0.45,0.63,0,0,0,0.02,0.15,0.36,0.76,0.49,0.89,0
2011,Cambodia,China,0.36,0.35,0.3,0.39,0.41,0.33,0.18,0.45,0.49,1,0,0,0.03,0.22,0.29,NA,0.49,0.89,0
2012,Cambodia,China,0.44,0.41,0.36,0.52,0.49,0.33,0.18,0.67,0.59,1,0,0,0.02,0.24,0.29,0.68,0.49,0.84,0.5
2013,Cambodia,China,0.32,0.22,0.28,0.37,0.43,0,0.18,0.46,0.65,0,0,0,0.03,0.24,0.27,0.83,0.47,0.92,0
2014,Cambodia,China,0.37,0.25,0.3,0.48,0.46,0,0.15,0.69,0.65,0,0,0,0.04,0.22,0.19,0.83,0.46,0.88,0.5
2015,Cambodia,China,0.36,0.24,0.29,0.46,0.45,0,0.15,0.66,0.63,0,0,0,0.04,0.24,0.18,0.79,0.47,0.83,0.5
2016,Cambodia,China,0.34,0.23,0.28,0.44,0.43,0,0.15,0.62,0.6,0,0,0,0.05,0.25,0.15,0.73,0.48,0.75,0.5
2017,Cambodia,China,0.36,0.24,0.31,0.45,0.45,0,0.2,0.64,0.61,0,0,0,0.06,0.4,0.14,0.75,0.48,0.77,0.5
2018,Cambodia,China,NA,NA,NA,NA,NA,0,NA,0.68,0.65,0,0,0,NA,NA,NA,0.81,0.48,0.87,0.5
1991,Cambodia,India,NA,NA,NA,NA,NA,0,NA,1,NA,0,0,0,NA,NA,NA,NA,NA,1,NA
1992,Cambodia,India,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA
1993,Cambodia,India,NA,NA,NA,NA,NA,0,NA,0.91,NA,0,0,0,NA,NA,NA,NA,NA,0.91,NA
1994,Cambodia,India,NA,NA,NA,NA,NA,0,NA,0.7,NA,0,0,0,NA,NA,NA,NA,NA,0.7,NA
1995,Cambodia,India,NA,NA,NA,NA,NA,0,0,0.61,NA,0,0,0,0,0,NA,NA,NA,0.61,NA
1996,Cambodia,India,NA,NA,NA,NA,NA,0,0,0.69,NA,0,0,0,NA,0,NA,NA,NA,0.69,NA
1997,Cambodia,India,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
1998,Cambodia,India,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0.01,NA,NA,NA,NA,NA
1999,Cambodia,India,NA,NA,NA,NA,NA,0,0,0.74,NA,0,0,0,0,0.01,NA,NA,NA,0.74,NA
2000,Cambodia,India,0.32,0.21,0.21,0.47,0.37,0,0,0.78,0.49,0,0,0,0,0.01,NA,NA,0.49,0.78,NA
2001,Cambodia,India,0.33,0.22,0.22,0.49,0.38,0,0,0.81,0.49,0,0,0,0,0.01,NA,NA,0.49,0.81,NA
